A0_EV	A1_EV	A2_EV	DBCO	Stroke	T_EV
Slc35c1	0.00825940654634445	91	0.00712719298245614	0.0772988505747126	0.0580673480905499	0.0721166711265721
Hdc	0.0287549709391251	783	0.129523026315789	0.0673132183908046	0.0406973098388412	0.0532512710730533
Gm13814	0.00152951973080453	28	0.00226151315789474	0.00158045977011494	0.0016931084216467	0.001003478726251
Gm13817	0	0	0	7.18390804597701e-05	0	0
Gm13815	0	0	0	0.000574712643678161	0.000564369473882235	0.000602087235750602
Mir7221	0	0	0	0	0	0
Mir7222	0	0	0	0	0	0
Chst1	0.0378556133374121	468	0.0326206140350877	0.507686781609195	0.484354424029598	0.353492105967353
Gm13816	7.64759865402264e-05	0	0	0	0	0
Gm13791	0	0	0	0	0	0
Gm13792	0	0	0	0	0	0
Syt13	0.000458855919241358	7	0.00034265350877193	0.00165229885057471	0.0016931084216467	0.001003478726251
Gpr107	0.0688283878862037	914	0.0651041666666667	0.363793103448276	0.313664012039882	0.392092587637142
Gm22516	0	0	0	7.18390804597701e-05	0	0
Gm13405	0	0	0	7.18390804597701e-05	0.000188123157960745	0
Prdm11	0.00611807892321811	92	0.00657894736842105	0.0434626436781609	0.039129616855835	0.0426143965747926
Ncs1	0.00795350260018354	115	0.00993695175438596	0.0645114942528736	0.0710478459898413	0.0522477923468022
4631405J19Rik	0.000382379932701132	12	0.00116502192982456	0.00251436781609195	0.00125415438640497	0.00113727588975114
Gm13802	0	0	0	0	0	0
Ptprt	0.00527684307127562	70	0.00616776315789474	0.0645833333333333	0.0816454505549633	0.0474310944607974
Ptprtos	0	0	0	0	6.27077193202483e-05	0
9430021M05Rik	0.000611807892321811	10	0.000548245614035088	0.000646551724137931	0.00037624631592149	0.000200695745250201
Gm14246	7.64759865402264e-05	1	0	0	0.000250830877280993	0
Gm22936	0	0	0	0	0	0
Gm11450	0.000458855919241358	4	0.000411184210526316	0.00028735632183908	0.000438954035241738	0.000535188654000535
U1.1	0	0	0	0	0	0
Gm14255	0	0	6.8530701754386e-05	0	0	0
Trp53i11	0.0130009177118385	223	0.0149396929824561	0.0883620689655172	0.0849062519596162	0.109178485416109
Gm11451	0.00298256347506883	66	0.00308388157894737	0.00380747126436782	0.00395058631717564	0.00361252341450361
Gm11452	0	0	0	0	6.27077193202483e-05	0
Srsf6	0.211914958702967	2704	0.211554276315789	0.780172413793103	0.783971906941745	0.756154669521006
Hmcn2	0.000764759865402264	11	0.00034265350877193	0.0033764367816092	0.00219477017620869	0.00240834894300241
Tspan18	0.0201131844600795	298	0.0172697368421053	0.0570402298850575	0.0564369473882235	0.0527160824190527
5S-rRNA.25	0	0	0	0	0	0
Gm13807	0	0	0	0	6.27077193202483e-05	0
L3mbtl1	0.000305903946160905	2	0.000205592105263158	0.000574712643678161	0.000627077193202483	0.00086968156275087
Gm11453	0	0	0	0	0	0
Ass1	0.0393086570816764	808	0.0374177631578947	0.0489224137931034	0.0356179845739011	0.0806127910088306
Gm13426	0	0	0	7.18390804597701e-05	0	0
Ttn	0.00160599571734475	30	0.00185032894736842	0.0055316091954023	0.00834012666959303	0.0092989028632593
Gabpb1	0.0327317222392169	459	0.0324835526315789	0.127729885057471	0.116510942497021	0.108308803853358
U1.2	0	0	0	0.00028735632183908	6.27077193202483e-05	0
Gm27003	0.00497093912511471	88	0.0048656798245614	0.0103448275862069	0.00689784912522732	0.00675675675675676
Sgk2	0.0072652187213215	93	0.00568804824561404	0.0203304597701149	0.0250203800087791	0.0442868611185443
Gm13938	0	0	0	0	0	0
Ift52	0.0523860507800551	823	0.0494791666666667	0.127298850574713	0.0990781965259924	0.114329676210864
Fubp3	0.0302080146833894	311	0.0287143640350877	0.174784482758621	0.186492757258419	0.173869413968424
Mir6998	0	0	0	0	0	0
Gm13425	0	0	0	0	0	0
Prdm12	0	0	0	0	0	0
Gm13424	0	0	0	0	0	0
Mybl2	0.00214132762312634	34	0.00226151315789474	0.019683908045977	0.0181225308835518	0.0191998929622692
Mir7003	0	0	0	0	0	0
Gtsf1l	0.00481798715203426	125	0.00664747807017544	0.00387931034482759	0.0016931084216467	0.00260904468825261
ENSMUSG00002076785	0	0	0	0	0	0
Gm11454	0.000152951973080453	4	0.000137061403508772	0.00014367816091954	0.00037624631592149	0.000535188654000535
Gm14254	0	0	0	0	0	0
Ccdc141	0.123279290302845	1211	0.134114583333333	0.191594827586207	0.25252398570264	0.225247524752475
ENSMUSG00002075103	0	0	0	7.18390804597701e-05	0	0
Tox2	0.0104007341694708	184	0.00911458333333333	0.0375718390804598	0.0398821094876779	0.0325127107305325
Exosc2	0.0100183542367697	143	0.00966282894736842	0.0609195402298851	0.0546811312472565	0.0626839710998127
Jph2	0.00107066381156317	10	0.000479714912280702	0.00222701149425287	0.00338621684329341	0.00267594327000268
Gm13427	0	1	0	0.00014367816091954	0.000438954035241738	0.000334492908750335
Oser1	0.122438054450902	1724	0.0877878289473684	0.239655172413793	0.203862795510127	0.295892427080546
Usp8	0.142321810951361	1722	0.126576206140351	0.536853448275862	0.500783846491503	0.49966550709125
2900093K20Rik	0.0511624349954114	808	0.0444078947368421	0.0602011494252874	0.0533642691415313	0.0537864597270538
Sestd1	0.0163658611196084	210	0.0155564692982456	0.0546695402298851	0.0640872891452938	0.0492373561680492
Gm13650	0	0	0.000205592105263158	0.00014367816091954	0.000313538596601242	6.68985817500669e-05
Gm13651	0	0	0	0	6.27077193202483e-05	0
Gm13943	0	0	0	0	0	0
Gm13649	0	1	6.8530701754386e-05	7.18390804597701e-05	0	0
Cd82	0.144386662587947	2036	0.128495065789474	0.551867816091954	0.448673731736377	0.841450361252341
Gdap1l1	0.00818293055980422	93	0.00520833333333333	0.0419540229885058	0.0365586003637048	0.0359245383997859
Fitm2	0.0140715815234017	159	0.0148026315789474	0.0551724137931034	0.0517338684392049	0.0567968959058068
Mir7001	0	0	0	0	0	0
Usp50	0.0211073722851025	315	0.0215186403508772	0.0206896551724138	0.0201291779017997	0.0214075461600214
2310001K24Rik	0.000229427959620679	2	0.000548245614035088	0.000646551724137931	0.000313538596601242	0.000468290072250468
Gm10774	0	0	0	0	0	0
Gm10804	0	0	0	0.00014367816091954	0.000188123157960745	6.68985817500669e-05
R3hdml	7.64759865402264e-05	2	0.00034265350877193	0	0	0.000267594327000268
Alx4	0.00107066381156317	3	0.000616776315789474	0.00560344827586207	0.00476578666833887	0.0101016858442601
Hnf4aos	0	0	0	0	0	0
Abl1	0.0776231263383298	910	0.0679139254385965	0.419037356321839	0.438013419451935	0.452301311212202
ENSMUSG00000118600	0	0	0	0	0	0
Qrfp	0.00198837565004589	77	0.00363212719298246	0.00897988505747126	0.0057064024581426	0.0113058603157613
Zfp385b	0.00267665952890792	19	0.00233004385964912	0.0218390804597701	0.0232018561484919	0.0145169922397645
Fibcd1	0.000688283878862037	6	0.000548245614035088	0.000790229885057471	0.000627077193202483	0.000535188654000535
Gm13944	0	0	0	0	0	0
Gm13661	0	0	0	0	0	0
Gm13441	7.64759865402264e-05	0	0	0	0	0
Gm13727	0	0	0	0	0	0
Hnf4a	0	0	0	0	0	0
Cacna1b	0.00122361578464362	24	0.00150767543859649	0.0165948275862069	0.0166175456198658	0.0122424404602622
Gm25881	0	0	0	0	0	0
Gm13459	0	0	0	0	0	0
Ttpal	0.0195013765677577	280	0.0176809210526316	0.0920977011494253	0.0834012666959303	0.102823120149853
Ext2	0.055062710308963	654	0.0483826754385965	0.213864942528736	0.192638113751803	0.23949692266524
Gm13818	7.64759865402264e-05	0	0	0	0	0
Lamc3	0.0043591312327929	42	0.00363212719298246	0.00804597701149425	0.00896720386279551	0.00401391490500401
Serinc3	0.650657693484246	8449	0.683867872807018	5.23462643678161	4.95635542735311	5.52040406743377
0610039K10Rik	0.00428265524625268	58	0.00274122807017544	0.00826149425287356	0.00639618737066533	0.00414771206850415
Aif1l	0.0194249005812175	245	0.0154194078947368	0.0586206896551724	0.0662193516021822	0.0821514583890822
Gm13442	0	0	0	0	6.27077193202483e-05	6.68985817500669e-05
Pkig	0.504053227286632	8607	0.495134320175439	0.55933908045977	0.518091177023892	0.577401659084827
Gm16316	0.00130009177118385	26	0.00102796052631579	0.00352011494252874	0.00445224807173763	0.00428150923200428
Ada	0.0110125420617926	182	0.00609923245614035	0.0111350574712644	0.00978240421395874	0.0175943270002676
Trpm7	0.0676812480881003	704	0.0610608552631579	0.463002873563218	0.468552078760895	0.360583355632861
Accs	0.0317375344141939	481	0.0259731359649123	0.186422413793103	0.173888505675049	0.174739095531175
Ccn5	0.00122361578464362	15	0.00116502192982456	0.000359195402298851	0.000501661754561987	0.00441530639550442
Kcnk15	0	0	0	0	0.00037624631592149	0
Gm14212	0	0	0	0.00265804597701149	0.00395058631717564	0.00160556596200161
Rims4	0.000382379932701132	6	0.000753837719298246	0.000574712643678161	0.00106603122844422	0.000602087235750602
Accsl	0	0	0	0.000431034482758621	6.27077193202483e-05	0.000401391490500401
Nup214	0.0988834505965127	1328	0.0930646929824561	0.212715517241379	0.207938797265943	0.217487289269467
Gm1335	0.00206485163658611	20	0.00143914473684211	0.00344827586206897	0.00420141719445664	0.00488359646775488
Ywhab	0.420235546038544	5559	0.408100328947368	0.970402298850575	0.877531824167555	0.981469092855231
Gm13889	0.153334353013154	1914	0.10546875	0.421120689655172	0.467548755251771	0.416242975648916
Gm27027	0	1	0	7.18390804597701e-05	0	0
Alkbh3os1	0	0	0	7.18390804597701e-05	6.27077193202483e-05	0
Gm13608	0.000152951973080453	3	0.000274122807017544	0.00308908045977011	0.00275913965009093	0.00334492908750334
Gm13609	0	0	6.8530701754386e-05	0.00021551724137931	0.000188123157960745	0.000133797163500134
Sppl2a	0.311486693178342	3605	0.336691337719298	0.744612068965517	0.716435693233837	0.621956114530372
Pabpc1l	0.000688283878862037	41	0.00239857456140351	0.00538793103448276	0.00407600175581614	0.00414771206850415
Mir3473g	0	0	6.8530701754386e-05	7.18390804597701e-05	0.000188123157960745	0
Cwc22	0.0333435301315387	478	0.0322094298245614	0.124353448275862	0.115633034426538	0.112322718758362
Fam78a	0.0127714897522178	205	0.0106222587719298	0.0783764367816092	0.0442089421207751	0.0598073320845598
Gm13726	0	0	0	0	0	0
Gm16534	0.000152951973080453	1	0	0.000359195402298851	0.000188123157960745	0.000200695745250201
Mir7674	0	0	0	0	0	6.68985817500669e-05
4930440I19Rik	0.000152951973080453	6	0.000137061403508772	7.18390804597701e-05	0	6.68985817500669e-05
Gm14461	0.00244723156928724	29	0.00280975877192982	0.00021551724137931	6.27077193202483e-05	0.000267594327000268
Gm14460	0	0	0	0.00014367816091954	6.27077193202483e-05	0.000133797163500134
7SK.31	0	0	0	0	0	0
Gm14464	0	0	0	0	0	0
Plpp7	0.0113949219944937	161	0.0108963815789474	0.0464080459770115	0.0463410045776635	0.0493042547497993
Gm14463	0	0	0	0	0	0
Gm17014	0	0	0	0	0	6.68985817500669e-05
Tomm34	0.0696696237381462	900	0.0614035087719298	0.300431034482759	0.251457954474196	0.334492908750334
Ube2e3	0.210003059039462	2575	0.180167214912281	0.455531609195402	0.455571580861604	0.498059941129248
Gm37004	0.000229427959620679	14	0.000137061403508772	0.00107758620689655	0.00075249263184298	0.00260904468825261
Gm14466	0	0	0	0.000431034482758621	0.000188123157960745	0.000133797163500134
Gm14469	0	0	0	0	0	0
Gm14465	0	0	0	0	0	0
Stk4	0.109972468644846	1650	0.105742872807018	0.407543103448276	0.325453063272089	0.391156007492641
Gm11455	0	0	6.8530701754386e-05	0.000790229885057471	0.000689784912522732	0.000334492908750335
5S-rRNA.26	0	0	0	0	0	0
Kcns1	0.000611807892321811	6	0.000274122807017544	0.000790229885057471	0.000815200351163228	0.0014048702167514
Alkbh3	0.0555980422147446	813	0.0429002192982456	0.123419540229885	0.107481030914906	0.116470430826866
Wfdc5	0	0	0	0	0	0
A730032A03Rik	0	0	6.8530701754386e-05	7.18390804597701e-05	0	0
Wfdc12	0.00107066381156317	25	0.00109649122807018	0.00107758620689655	0.000689784912522732	0.0012041744715012
Ap4e1	0.013842153563781	149	0.0123355263157895	0.0630747126436782	0.0621433498463661	0.068972437784319
Wfdc15a	0	0	0	0	0	0
ENSMUSG00002076437	0	0	0	0.00028735632183908	0.000250830877280993	0.000200695745250201
Wfdc15b	0	0	0	0	0	6.68985817500669e-05
Svs2	0	0	0	0	6.27077193202483e-05	0
Hsd17b12	0.226904252064852	2709	0.171806469298246	0.481537356321839	0.496457013858406	0.582619748461333
Svs3b	0	0	0	0	0	0
Svs4	0	0	0	0	0	0
Mir670hg	0.004053227286632	70	0.00445449561403509	0.0114224137931034	0.0121025898288079	0.00749264115600749
ENSMUSG00002075240	0	0	0	0	0	0
Mir129-2	0	0	0	0	0	0
Mir129b	0	0	0	0	0	0
Mir670	0	0	0	0	0	6.68985817500669e-05
Svs3a	0	0	0	0	0	0
Itga4	0.0608748852860202	1166	0.0755893640350877	0.383117816091954	0.202420517965762	0.279033984479529
Svs6	0	0	0	0	0	0
Svs5	0	0	0	0	0	0
Blvra	0.179565616396452	2774	0.143297697368421	0.170617816091954	0.137768859346586	0.192199625367942
Slpi	0.147522178036097	3973	0.158168859649123	0.0112787356321839	0.0333605066783721	0.313152261172063
Mir7678	0	0	0	0	6.27077193202483e-05	6.68985817500669e-05
Cerkl	0.00191189966350566	36	0.00253563596491228	0.00567528735632184	0.00407600175581614	0.00541878512175542
Gm22606	0	0	0	0	0	0
Gm13673	0	0	0	0	0	0
Neurod1	0.00221780360966656	31	0.00116502192982456	0.00732758620689655	0.00206935473756819	0.00903130853625903
Ncaph	0.0178189048638727	260	0.0132949561403509	0.0691091954022988	0.0609519031792814	0.0623494781910623
Itpripl1	0.028372591006424	339	0.0271381578947368	0.138362068965517	0.134131811626011	0.132057800374632
Ttc17	0.0239369837870909	323	0.0235745614035088	0.117313218390805	0.1161346961811	0.117340112389617
1810024B03Rik	0.0271489752217804	454	0.0251507675438596	0.0489942528735632	0.0369975543989465	0.0402729462135403
Itpa-ps1	7.64759865402264e-05	1	0	0.00021551724137931	0.000438954035241738	0.000602087235750602
2810002D19Rik	0.0291373508718262	383	0.0237116228070175	0.0292385057471264	0.0314165673794444	0.0277629114262778
Matn4	0.0616396451514225	628	0.0449561403508772	0.0540948275862069	0.0706088919545996	0.0919186513245919
Api5	0.0755582747017437	900	0.0727110745614035	0.302801724137931	0.281557659747915	0.288934974578539
ENSMUSG00002076416	0	0	0	0	0	0
Rbpjl	0.00206485163658611	31	0.00226151315789474	0.00301724137931034	0.00432683263309713	0.00408081348675408
Gm13788	0	0	0	0	0	0
Gm24318	0	0	0	0	0	0
Gm13793	0	0	0	0	0	0
Gm26396	0	0	0	0	0	0
Gm13794	0	0	0	0	0	0
Gm13798	0	0	0	0	0	0
Gm13797	0	0	0	0	0	0
Gm13799	0	0	0	0	0	0
Sdc4	0.20594983175283	2592	0.193256578947368	0.69058908045977	0.629522794255973	0.482004281509232
Gm37175	0	0	0	0	0	0
Gm13801	0	0	0	0	0	0
Lrrc4c	0.0127714897522178	113	0.00932017543859649	0.040948275862069	0.0611400263372421	0.0466283114797966
4930445B16Rik	0	0	0	0	0.000125415438640497	0.000200695745250201
Snrnp200	0.08106454573264	1138	0.086828399122807	0.275574712643678	0.241048473067035	0.27983676746053
Gm17075	0	0	0	0.00014367816091954	0.000125415438640497	6.68985817500669e-05
Gm17076	0.000458855919241358	3	0.000137061403508772	0.00107758620689655	0.00125415438640497	0.0014048702167514
ENSMUSG00002076404	7.64759865402264e-05	2	0.000137061403508772	0.000862068965517241	0.00075249263184298	0.000802782981000803
Gm22313	0	0	0	0.00014367816091954	0.000125415438640497	0.000200695745250201
ENSMUSG00002076778	0	0	0	0	0	0
ENSMUSG00002076232	0	0	0	0	6.27077193202483e-05	0
Gm13803	0.000611807892321811	22	0.00123355263157895	0.00172413793103448	0.000815200351163228	0.00133797163500134
Gm13804	0	0	0	0	0	0
Gm13806	0	0	0	0	0	0
Gm10801	0.000611807892321811	7	0.000274122807017544	0.000790229885057471	0.00156769298300621	6.68985817500669e-05
Sys1	0.818369531966962	13775	0.663925438596491	0.615086206896552	0.558474948266132	0.750802782981001
Gm10800	0.00244723156928724	36	0.00171326754385965	0.00344827586206897	0.00601994105474384	0.00240834894300241
Gm29235	0	0	0	0	0	0
Gm14302	0.0014530437442643	26	0.00191885964912281	0.00229885057471264	0.00200664701824795	0.00321113192400321
Gm13809	0	0	0	0	0	0
Gm20458	0	0	0	0	0	0
Gm13808	0	0	0	0	0	0
Gm13811	0	0	0	0	0	0
Gm13813	0	0	0	0	0	0
Gm13812	0	0	0	0	0	0
Gm13810	0	0	0	0	0	0
Trp53tg5	0	0	0	0	0	0
Ciao1	0.0762465585806057	1052	0.0662691885964912	0.135632183908046	0.121339436884681	0.152930157880653
Tmem127	0.0409911287855613	511	0.0421463815789474	0.194181034482759	0.172007274095441	0.204709660155205
Gm10766	0.004053227286632	39	0.00322094298245614	0.00632183908045977	0.00652160280930583	0.00408081348675408
Itprid2	0.0833588253288467	942	0.0790844298245614	0.339727011494253	0.353169875211639	0.317567567567568
Dbndd2	0.119379014989293	1355	0.0703125	0.121264367816092	0.138646767417069	0.22966283114798
Ppp1r1c	0	0	0.000137061403508772	0	6.27077193202483e-05	6.68985817500669e-05
Stard7	0.0398439889874579	526	0.0368695175438596	0.224066091954023	0.217533078321941	0.226117206315226
Prrc2b	0.0947537473233405	1107	0.0902549342105263	0.514224137931034	0.486737317363767	0.471969494246722
Dusp2	0.20954420312022	2596	0.155975877192982	0.728951149425287	0.364519972408604	0.622156810275622
ENSMUSG00002076731	0	0	0	0	6.27077193202483e-05	0
Gm22192	0	0	0	0	0	0
Pigt	0.080758641786479	954	0.0707922149122807	0.338362068965517	0.293785665015363	0.41978860048167
Gm25632	0	0	0	0	0	0
Iftap	0.215662282043438	3468	0.202713815789474	0.158692528735632	0.166363579356619	0.195477655873695
Gm13610	0.000458855919241358	6	0.00034265350877193	0.00100574712643678	0.00119144666708472	0.000401391490500401
Gm14317	0	0	0	0	0	6.68985817500669e-05
Gm20693	0	0	0	0	0	0
Rag2	7.64759865402264e-05	1	0	0	6.27077193202483e-05	6.68985817500669e-05
Rag1	7.64759865402264e-05	1	6.8530701754386e-05	0.00028735632183908	0.00075249263184298	0.000267594327000268
Wfdc2	0.034796573875803	1194	0.0896381578947368	0.0774425287356322	0.0486611901925127	0.0528498795825528
Spint3	0	0	0	0	0	0
Traf6	0.0252370755582747	387	0.0223410087719298	0.10617816091954	0.105850630212579	0.109379181161359
Wfdc6a	0.000458855919241358	10	0.00068530701754386	0.00107758620689655	0.00037624631592149	0.000668985817500669
Eppin	0	0	0	0	0	0
Wfdc8	0	0	0	0	0	0
Gm25512	0	0	0	0	0	0
Astl	0.000152951973080453	2	0.000137061403508772	0.000790229885057471	0.000501661754561987	0
Wfdc6b	0	0	0	0	0	0
Gm24473	0	0	0	0	0	0
Adra2b	0	2	0	7.18390804597701e-05	0	0
Wfdc16	0	0	0	0	0	0
Gm11456	0	0	0	0	0	0
Wfdc9	0.000152951973080453	0	0	0	0	0
Wfdc10	0	0	0	0	0	0
Wfdc11	0	0	0	0	0	0
Wfdc13	0	0	0	0	0	0
Spint4	0	0	0	0	0	0
Spint5	0	0	0	0	0	0
Pomt1	0.0157540532272866	169	0.0128837719298246	0.0796695402298851	0.0867247758199034	0.0917848541610918
Gpat2	0.000458855919241358	3	0.000479714912280702	0.00179597701149425	0.000501661754561987	0.0012041744715012
Wfdc3	0.004053227286632	102	0.00520833333333333	0.00567528735632184	0.0036370477205744	0.00361252341450361
Fahd2a	0.0611807892321811	1076	0.0522889254385965	0.0623563218390805	0.0626450116009281	0.0612791008830613
Uck1	0.0334964821046191	414	0.0256304824561404	0.107974137931034	0.0974477958236659	0.128579074123629
Prr5l	0.059115937595595	686	0.0574972587719298	0.214439655172414	0.220292217972032	0.326799571849077
Gm13611	0.0861884368308351	1436	0.0805235745614035	0.0397988505747126	0.0274032733429485	0.0422130050842922
Dnttip1	0.0856531049250535	1179	0.0750411184210526	0.175574712643678	0.156330344265379	0.186178753010436
Gm13905	0	0	6.8530701754386e-05	0.00021551724137931	0.000501661754561987	0.0014048702167514
Gm11457	0.000458855919241358	1	0.000616776315789474	0.00136494252873563	0.00156769298300621	0.000668985817500669
7SK.32	0	1	0	0.00028735632183908	0.000188123157960745	6.68985817500669e-05
Commd9	0.186907311104313	2834	0.145148026315789	0.210775862068966	0.188311281118706	0.236954776558737
Ube2c	0.0861884368308351	1673	0.0718887061403509	0.21558908045977	0.172383520411363	0.181629649451432
Ehmt1	0.0822881615172836	902	0.0735334429824561	0.327442528735632	0.334984636608767	0.328070644902328
Kcnip3	0.0361731416335271	449	0.0309073464912281	0.124784482758621	0.146297109174139	0.107238426545357
Tnnc2	0.000458855919241358	1	0	0.000431034482758621	0.000250830877280993	0.000468290072250468
7SK.33	0.00321199143468951	24	0.00246710526315789	0.0178879310344828	0.0159904684266633	0.0187316028900187
Ldlrad3	0.0305903946160905	388	0.0322779605263158	0.0913074712643678	0.115507618987897	0.12028364998662
Gm52974	0.000458855919241358	3	0.000479714912280702	0.00560344827586207	0.00426412491377689	0.00555258228525555
Gm13919	0.000994187825022943	11	0.000479714912280702	0.000646551724137931	0.000689784912522732	0.001003478726251
Gm13920	0.000382379932701132	2	0	0.000502873563218391	0.00106603122844422	0.000802782981000803
Gm38147	0.000152951973080453	2	0.000205592105263158	0.00193965517241379	0.00275913965009093	0.00127107305325127
Gm13921	7.64759865402264e-05	3	6.8530701754386e-05	0.000933908045977011	0.000877908070483477	0.000668985817500669
Gm37139	0.000152951973080453	4	0.000205592105263158	0.00689655172413793	0.00627077193202483	0.00501739363125502
Gm13866	0	0	0	7.18390804597701e-05	6.27077193202483e-05	0.000133797163500134
Snx21	0.0315845824411135	418	0.0300164473684211	0.0872844827586207	0.0924938859973663	0.109044688252609
Swi5	0.6283267054145	10781	0.551123903508772	0.730459770114943	0.651156957421459	0.792480599411292
Trim44	0.167635362496176	1968	0.138363486842105	0.454238505747126	0.477393867185051	0.48046561412898
Gm13868	0.00588865096359743	52	0.00548245614035088	0.0335488505747126	0.029284504922556	0.0458924270805459
Fjx1	0.0604160293667788	691	0.0466694078947368	0.58742816091954	0.882799272590456	0.416376772812416
Acot8	0.0819057815845824	1291	0.0677083333333333	0.0876436781609195	0.0719884617796451	0.0913165640888413
Zswim3	0.00451208320587336	51	0.00424890350877193	0.015948275862069	0.0142346522856964	0.0202033716885202
Pamr1	0.00504741511165494	130	0.00692160087719298	0.0418103448275862	0.04797140527999	0.0355231469092855
Pde1a	0.00604160293667788	82	0.00746984649122807	0.00833333333333333	0.0073995108797893	0.0111051645705111
Zswim1	0.00688283878862037	86	0.00582510964912281	0.0429597701149425	0.0418887565059259	0.0489028632592989
Gm13674	0	0	0	0	0	0
Prdx6b	0	0	0	7.18390804597701e-05	0	0.000133797163500134
Spata25	0.000458855919241358	3	0.00034265350877193	0.000718390804597701	0.000501661754561987	0.000802782981000803
Neurl2	0.0556745182012848	908	0.039953399122807	0.046264367816092	0.0401329403649589	0.0456248327535456
Arrdc1	0.0465738758029979	672	0.0422834429824561	0.198275862068966	0.161409669530319	0.231870484345732
ENSMUSG00002075034	0	0	0	0	0.000125415438640497	0
Prom2	0.000152951973080453	0	0	0.00158045977011494	0.00156769298300621	0.00220765319775221
Gm14229	0	0	0	0	0	0
Zmynd19	0.0215662282043438	247	0.0167900219298246	0.0581896551724138	0.0536778077381326	0.0679020604763179
Dnajc10	0.0951361272560416	1150	0.0797697368421053	0.211997126436782	0.188185865680065	0.222170189991972
Gm13752	0	0	0	0	0	6.68985817500669e-05
Zfp661	0.00298256347506883	32	0.00280975877192982	0.0170258620689655	0.0187496080767542	0.0177950227455178
Frzb	0.00802997858672377	35	0.00267269736842105	0.0423850574712644	0.0359315231705023	0.0738560342520739
Gm13687	0	1	6.8530701754386e-05	0.000574712643678161	0.00112873894776447	0.000668985817500669
Dph7	0.0180483328234934	234	0.0148026315789474	0.0578304597701149	0.0692920298488744	0.0560610115065561
Mrps5	0.198684613031508	2567	0.174821820175439	0.236206896551724	0.207437135511381	0.263112122023013
Mrpl41	0.43583664729275	7194	0.381578947368421	0.294971264367816	0.271399009218035	0.301378110784051
Slc1a2	0.43920159070052	3888	0.356839364035088	6.70438218390805	8.82140841537593	4.8969761841049
Mal	6.31278678494953	75026	3.72231359649123	2.55545977011494	2.88004013294037	5.87222370885737
Gm13872	0	0	0	0.00158045977011494	0.00282184736941117	0.000468290072250468
Ctsa	0.722698072805139	9864	0.630345394736842	3.89992816091954	2.79325264940114	4.14543751672465
Pltp	0.503135515448149	5562	0.484786184210526	0.67183908045977	0.672791120586944	1.11218892159486
Nckap1	0.119990822881615	1339	0.0999177631578947	0.287787356321839	0.342321439769236	0.332686647043083
Pcif1	0.196313857448761	3258	0.171737938596491	0.398347701149425	0.34859221170126	0.432566229595933
Gm13689	0.00221780360966656	10	0.00233004385964912	0.0112068965517241	0.0109738508810435	0.0111720631522612
Gm24461	0	0	0	0	0	0
Gm13688	0.00718874273478128	96	0.00507127192982456	0.00423850574712644	0.00539286386154136	0.00769333690125769
Dusp19	0.0649281125726522	1040	0.0572231359649123	0.0638649425287356	0.054555715808616	0.072049772544822
Acoxl	0.000305903946160905	13	0.000616776315789474	0.00366379310344828	0.00150498526368596	0.00254214610650254
Gm23101	0	0	0	0	0	0
Zfp335	0.0175894769042521	194	0.0152823464912281	0.0776580459770115	0.0698563993227566	0.0828873427883329
Nup35	0.0491740593453656	624	0.0383086622807018	0.0962643678160919	0.0930582554712485	0.102823120149853
Zfp335os	0.00344141939431019	35	0.00301535087719298	0.00818965517241379	0.0073995108797893	0.0086968156275087
Golga2	0.0487916794126644	584	0.0409128289473684	0.168965517241379	0.146986894086662	0.184974578538935
Mir684-1	0	0	0	0	0	0
Gm13690	0	0	0	0	0	0
Gm25420	0	0	0	0	0	0
Gm4735	7.64759865402264e-05	0	0	0.00028735632183908	0.000188123157960745	6.68985817500669e-05
Gm22652	0	0	0	0	0	0
Gm13700	0	0	0	0	0	0
Gm13755	0	0	0	0	0	0
Gm13756	0	0	0	0	0	0
Gm23452	0	0	0	0	0	0
5S-rRNA.27	0	0	0	0	0	0
Zfp804a	0.000688283878862037	4	0.000274122807017544	0.000933908045977011	0.00219477017620869	0.000735884399250736
Gm13677	0	0	0	0	0	0
A130030D18Rik	0	0	0	0	0	0
Gm13675	7.64759865402264e-05	0	0	7.18390804597701e-05	0.000125415438640497	0
Gm13676	0	0	0	0	0	0
Gm13678	0	0	0	0	0	0
Pnpla7	0.104083817681248	1516	0.109580592105263	0.643031609195402	0.505800464037123	0.608308803853358
Mmp9	0.0149128173753441	417	0.0698327850877193	0.00366379310344828	0.00470307894901862	0.0153866738025154
Fsip2	0	0	0	0	0	0
Gm28675	0	0	0	0	0	0
Gm13680	0.0011471397981034	26	0.00130208333333333	0.00416666666666667	0.00319809368533266	0.00307733476050308
Gm13679	0	0	6.8530701754386e-05	7.18390804597701e-05	0	0
Gm13682	0	0	0	0	0	0
Gm13681	0	0	0	0	0	0
Gm13683	0	0	0	0	0	0
Gm13685	0	0	0	0	0	0
Bcl2l11	0.0891710003059039	1251	0.0860745614035088	0.309913793103448	0.226374866746096	0.253411827669253
Gm13370	0	0	0	0	0	0
Gm13369	0	0	0	0.00344827586206897	0.00457766351037813	0.00113727588975114
Gm25518	0	0	0	0	0	0
Gm24875	0	0	0	0	0	0
Zc3h15	0.342000611807892	4646	0.306949013157895	0.447054597701149	0.37888004013294	0.475515119079476
Gm13686	0	0	0	0	0	6.68985817500669e-05
Morrbid	0.01690119302539	269	0.0173382675438596	0.0425287356321839	0.02777951965887	0.0347203639282847
