GeneSym	17-002	17-006	17-019	17-023	17-026	17-027	17-030	17-034	17-040	17-041	17-042	17-043	17-045	17-047	17-054	17-055	17-057	17-058	17-060	17-061
UBE2S	23.42537114	26.53822547	23.42537114	21.70566924	50.21338227	31.77895985	34.2967508	25.10669113	23.58830748	24.93326655	20.96629446	26.90868529	23.26356028	23.10286713	29.85705573	23.75237713	21.11212657	21.85664411	29.85705573	25.63423608
UBE2T	39.94657756	26.53822547	31.34144952	27.6651914	23.26356028	24.42014734	29.44600482	29.44600482	22.16175149	24.93326655	25.45716748	30.69645182	25.10669113	33.8245773	24.7610399	22.627417	31.77895985	24.25146506	24.25146506	22.00866909
UBE2U	19.42711815	19.42711815	20.11221399	20.39297004	20.11221399	21.70566924	21.40684088	19.02731384	19.8353232	20.2521055	18.63573738	20.96629446	19.29292524	20.67764529	19.69831061	20.96629446	18.76535919	20.2521055	20.2521055	19.69831061
UBE2V1	41.64293937	33.8245773	48.16789592	32.2225776	56.10276616	31.55944654	40.50421101	31.55944654	34.05984584	32.89964245	56.49299176	30.2738447	32.2225776	42.22425314	30.2738447	44.32350298	47.50475426	53.44562684	46.20573426	46.20573426
UBE2V2	107.6347412	92.41146851	100.4267645	106.8912537	117.7840193	79.89315513	122.7858073	79.89315513	74.02804377	128.8903104	77.17170097	128.8903104	117.7840193	99.7330662	99.7330662	86.82267696	80.44885597	74.02804377	130.6895521	79.89315513
UBE2W	34.7755156	24.7610399	29.24260641	42.22425314	32.89964245	41.35529058	36.25228433	25.63423608	32.67238802	32	23.58830748	20.96629446	29.04061297	30.69645182	34.7755156	29.65081798	28.24649588	22.31589866	29.85705573	28.8400148
UBE2Z	91.77313587	46.85074227	66.25695513	63.11889309	71.50637684	77.7084726	70.52192742	65.34477605	97.00586026	71.50637684	60.54768939	71.01244621	66.71780869	72.50456866	78.24897777	47.83517596	63.55791971	87.42657643	76.10925536	69.5510312
UBE3A	177.2940119	128	166.5717575	112.2055323	121.9376637	106.8912537	103.2501452	134.3637355	210.8393004	222.8609442	86.82267696	210.8393004	172.4458978	232.3249038	188.7064598	127.1158394	188.7064598	229.1264182	176.0693527	198.0883192
UBE3B	27.47409397	21.11212657	33.35890435	22.47111801	20.82146969	29.24260641	24.7610399	23.10286713	29.85705573	33.35890435	23.91758798	35.50622311	38.58585049	28.64080227	27.09585	28.8400148	24.08394796	23.10286713	23.42537114	22.627417
UBE3C	130.6895521	82.13925744	194.0117205	115.3600592	172.4458978	89.26359465	168.8970126	116.9704256	75.06143675	91.13921252	147.0333894	124.4998333	136.2393834	83.28587875	107.6347412	143.0127537	157.5864849	162.016844	98.3600116	77.7084726
UBE4A	35.50622311	46.85074227	45.254834	25.99207668	25.63423608	44.94223602	45.254834	48.50293013	51.62507259	49.8665331	34.7755156	63.11889309	54.56863307	47.50475426	54.56863307	54.56863307	65.34477605	70.03479688	44.94223602	40.50421101
UBE4B	40.22442798	27.6651914	67.6491546	30.48441594	49.1800058	51.98415337	49.1800058	30.2738447	53.81737058	63.55791971	51.26847217	51.98415337	53.07645093	43.71328822	44.63179732	51.26847217	52.70982511	71.01244621	29.85705573	57.68002961
UBFD1	19.97328878	20.53481436	24.5900029	20.67764529	18.50701094	19.42711815	20.11221399	20.11221399	20.82146969	21.85664411	21.85664411	20.53481436	20.67764529	21.11212657	19.8353232	20.39297004	20.67764529	19.02731384	20.53481436	19.8353232
UBIAD1	112.9859835	62.68289905	92.41146851	122.7858073	116.1624519	120.2589119	90.50966799	48.16789592	82.13925744	104.6914635	93.70148454	81.00842201	81.57188015	73.51669472	93.05424111	67.6491546	137.1870032	121.0953788	93.05424111	88.64700596
UBL3	163.1437603	145.0091373	127.1158394	114.5632091	143.0127537	163.1437603	148.0560875	163.1437603	130.6895521	182.278425	110.6607656	196.7200232	164.2785149	187.4029691	154.3434019	163.1437603	194.0117205	166.5717575	245.5716145	218.2745323
UBL4A	46.20573426	49.1800058	40.22442798	57.28160454	31.34144952	39.12448889	42.51794605	29.65081798	41.64293937	45.254834	33.8245773	43.11147446	42.51794605	35.26096371	32.67238802	32.67238802	27.28431654	51.26847217	38.58585049	30.2738447
UBL4B	19.97328878	20.39297004	21.11212657	20.2521055	23.42537114	19.29292524	22.00866909	20.96629446	19.8353232	20.2521055	22.94328397	18.63573738	19.8353232	20.11221399	21.11212657	19.8353232	20.11221399	23.10286713	20.53481436	19.42711815
UBL5	254.2316788	242.1907576	280.1391875	202.2505758	216.7668	319.5726205	349.7063057	369.6458741	215.2694823	263.1971396	265.0278205	319.5726205	216.7668	292.0355113	212.3058037	212.3058037	245.5716145	160.8977119	280.1391875	209.382927
UBL7	26.90868529	27.6651914	47.83517596	23.91758798	22.94328397	49.1800058	57.28160454	49.52207979	36.25228433	32	53.81737058	35.26096371	29.65081798	25.45716748	34.7755156	33.12847756	32.2225776	34.05984584	21.11212657	34.7755156
UBLCP1	53.07645093	72.50456866	77.7084726	65.79928491	29.85705573	62.24991663	58.08122594	54.56863307	29.04061297	65.79928491	39.94657756	55.71523605	60.54768939	64.89340671	45.88656794	46.52712055	56.88593159	66.25695513	74.02804377	57.68002961
UBN1	148.0560875	138.1412143	194.0117205	170.0717842	131.5985698	112.9859835	137.1870032	124.4998333	170.0717842	142.0248924	163.1437603	133.4356174	133.4356174	145.0091373	235.5680386	168.8970126	219.7927517	179.7689441	151.1670607	144.007486
UBN2	37.27147477	26.72281342	30.2738447	27.47409397	52.34573175	28.4429658	44.01733818	21.85664411	27.6651914	27.6651914	30.48441594	24.25146506	26.72281342	22.00866909	31.34144952	34.7755156	32.44670335	32.67238802	22.627417	44.63179732
UBOX5	20.39297004	27.47409397	23.75237713	24.42014734	22.00866909	26.17286587	26.53822547	26.72281342	31.12495832	24.42014734	24.5900029	23.42537114	20.67764529	20.11221399	25.10669113	25.8125363	28.05138308	27.47409397	23.75237713	23.58830748
UBP1	129.7868134	121.0953788	78.79324245	124.4998333	130.6895521	130.6895521	127.1158394	280.1391875	136.2393834	151.1670607	138.1412143	164.2785149	176.0693527	173.6453539	128	107.6347412	123.6398501	149.0858991	115.3600592	127.1158394
UBQLN1	166.5717575	198.0883192	191.3407038	221.3215312	143.0127537	186.1084822	184.822937	130.6895521	230.7201184	233.9408513	216.7668	256	232.3249038	282.0877097	290.0182746	183.5462717	333.143515	319.5726205	237.2065438	219.7927517
UBQLN2	102.5369443	150.1228735	112.2055323	77.17170097	82.71058116	98.3600116	125.3657981	88.03467636	85.0358921	107.6347412	97.68058937	157.5864849	144.007486	178.5271893	151.1670607	93.70148454	147.0333894	184.822937	123.6398501	196.7200232
UBQLN3	21.11212657	21.11212657	23.58830748	24.42014734	21.55573723	19.97328878	21.25897303	21.40684088	23.42537114	20.53481436	21.25897303	23.75237713	21.11212657	20.2521055	19.56224444	20.2521055	21.25897303	21.70566924	20.2521055	19.56224444
UBQLN4	54.94818793	45.254834	93.70148454	68.5935016	48.84029469	75.58353033	106.8912537	76.10925536	54.19169999	62.68289905	34.05984584	74.02804377	69.07060714	46.52712055	62.24991663	74.54294953	64.89340671	78.79324245	71.01244621	63.11889309
UBQLNL	19.69831061	19.97328878	20.39297004	20.39297004	22.78480313	21.85664411	19.8353232	19.8353232	22.94328397	20.39297004	20.82146969	20.53481436	20.82146969	22.94328397	20.67764529	20.2521055	21.25897303	21.11212657	19.69831061	21.40684088
UBR1	27.85761803	20.96629446	29.65081798	19.97328878	23.10286713	21.85664411	23.91758798	20.39297004	24.42014734	32	23.26356028	33.35890435	23.58830748	26.53822547	31.34144952	27.85761803	26.90868529	20.96629446	23.26356028	22.00866909
UBR2	79.89315513	68.5935016	101.1252879	73.00887782	84.44850629	80.44885597	89.88447205	90.50966799	77.7084726	103.9683067	72.50456866	70.03479688	122.7858073	83.86517785	69.07060714	68.5935016	73.00887782	55.3303828	66.71780869	81.57188015
UBR3	30.90996253	41.64293937	39.94657756	50.56264396	31.34144952	48.50293013	44.32350298	80.44885597	44.32350298	53.81737058	40.22442798	88.03467636	67.6491546	83.86517785	48.50293013	51.62507259	55.71523605	56.49299176	52.34573175	56.10276616
UBR4	106.1529019	149.0858991	149.0858991	95.67035191	91.77313587	101.8286699	114.5632091	146.0177556	225.9719671	122.7858073	158.6825856	133.4356174	127.1158394	121.0953788	138.1412143	144.007486	116.9704256	114.5632091	121.0953788	158.6825856
UBR5	49.8665331	66.25695513	62.24991663	58.08122594	63.55791971	60.96883187	58.08122594	87.42657643	127.1158394	86.22294892	65.79928491	77.7084726	72.50456866	82.13925744	71.50637684	45.56960626	69.5510312	74.54294953	67.6491546	71.50637684
UBR7	55.3303828	45.254834	34.05984584	25.45716748	42.81368175	37.27147477	44.94223602	41.64293937	58.48521281	54.56863307	32.89964245	38.8542363	60.54768939	50.56264396	44.94223602	33.8245773	48.50293013	61.81992505	55.3303828	38.58585049
UBTD1	65.79928491	25.10669113	34.7755156	21.25897303	25.8125363	39.39662123	40.78594007	44.01733818	35.01739844	40.22442798	35.75318842	22.627417	25.10669113	26.72281342	29.65081798	38.31931855	30.06472797	24.5900029	45.254834	27.28431654
UBTD2	26.17286587	46.20573426	24.7610399	25.99207668	42.81368175	30.2738447	25.99207668	24.7610399	28.4429658	33.8245773	28.4429658	23.58830748	27.6651914	36.50443891	30.2738447	37.53071838	45.254834	26.90868529	20.82146969	39.12448889
UBTF	32.67238802	23.26356028	26.72281342	29.24260641	20.82146969	42.81368175	23.75237713	21.25897303	38.31931855	34.2967508	39.94657756	24.08394796	32.2225776	24.7610399	32	25.99207668	28.64080227	25.10669113	21.85664411	34.2967508
UBTFL2	24.7610399	26.35491255	23.75237713	22.627417	26.17286587	24.08394796	24.5900029	30.90996253	22.31589866	24.93326655	28.8400148	21.70566924	24.5900029	31.77895985	22.00866909	25.10669113	30.48441594	22.627417	27.85761803	22.16175149
UBTFL5	19.69831061	21.11212657	21.70566924	20.96629446	19.97328878	22.78480313	19.8353232	23.75237713	23.75237713	22.31589866	20.2521055	20.39297004	21.55573723	21.55573723	20.11221399	20.39297004	21.55573723	22.78480313	20.11221399	21.55573723
UBXD7	22.94328397	27.09585	41.64293937	26.17286587	40.78594007	23.91758798	25.63423608	34.2967508	24.25146506	31.12495832	23.10286713	22.47111801	26.72281342	24.08394796	23.91758798	21.40684088	25.10669113	21.55573723	24.93326655	26.35491255
UBXN1	544.9575334	564.1754193	714.1087572	436.5490646	442.6430624	608.8740429	526.3942792	474.4130877	666.28703	508.4633577	372.2169644	484.3815151	584.0710225	596.3435963	494.5594004	461.4402369	724.0773439	680.2871368	467.8817025	714.1087572
UBXN10	20.53481436	22.627417	19.8353232	19.97328878	20.53481436	20.11221399	20.96629446	19.8353232	20.2521055	21.55573723	20.82146969	20.53481436	22.00866909	20.67764529	22.00866909	19.97328878	20.11221399	22.94328397	20.82146969	22.16175149
UBXN11	89.26359465	47.17661495	92.41146851	112.9859835	121.9376637	100.4267645	73.51669472	72.00374302	105.4196502	62.24991663	116.1624519	66.25695513	62.24991663	53.81737058	72.50456866	84.44850629	44.01733818	25.63423608	37.53071838	80.44885597
UBXN2A	147.0333894	97.00586026	59.30163596	104.6914635	111.4304721	74.54294953	82.13925744	49.1800058	88.64700596	62.24991663	60.96883187	47.83517596	53.81737058	56.10276616	68.11969168	67.6491546	85.0358921	117.7840193	82.13925744	69.5510312
UBXN2B	38.8542363	23.10286713	31.55944654	25.8125363	22.94328397	22.31589866	34.05984584	41.64293937	25.8125363	35.26096371	26.72281342	44.32350298	22.31589866	37.53071838	30.2738447	38.58585049	28.8400148	30.69645182	25.28132198	28.05138308
UBXN4	158.6825856	109.1372661	270.5966184	160.8977119	166.5717575	157.5864849	144.007486	186.1084822	215.2694823	256	138.1412143	280.1391875	233.9408513	225.9719671	196.7200232	196.7200232	245.5716145	238.8564458	188.7064598	192.6715837
UBXN6	92.41146851	116.1624519	50.21338227	93.70148454	51.62507259	68.5935016	47.17661495	84.44850629	93.05424111	61.81992505	120.2589119	69.07060714	48.50293013	84.44850629	44.32350298	83.86517785	67.6491546	55.71523605	70.03479688	73.51669472
UBXN7	21.85664411	24.08394796	22.47111801	19.69831061	23.91758798	29.44600482	25.8125363	24.42014734	26.72281342	21.11212657	22.94328397	22.78480313	28.8400148	21.40684088	26.72281342	21.70566924	24.93326655	23.58830748	27.47409397	22.47111801
UBXN8	23.91758798	20.2521055	23.75237713	20.39297004	24.93326655	20.53481436	23.10286713	22.627417	21.11212657	23.26356028	21.85664411	21.11212657	20.11221399	21.11212657	22.78480313	23.10286713	19.69831061	21.25897303	22.00866909	20.2521055
UCA1	21.55573723	25.8125363	26.35491255	27.6651914	22.47111801	27.85761803	23.10286713	20.2521055	23.26356028	23.91758798	23.42537114	21.55573723	24.7610399	26.53822547	24.5900029	22.627417	27.6651914	21.55573723	23.91758798	22.47111801
UCHL1	20.39297004	20.39297004	21.25897303	21.40684088	24.5900029	21.11212657	20.82146969	25.10669113	21.25897303	24.25146506	21.85664411	20.39297004	23.10286713	25.10669113	21.55573723	20.82146969	23.58830748	20.53481436	19.8353232	20.53481436
UCHL3	55.3303828	40.22442798	62.24991663	50.56264396	35.75318842	52.70982511	56.88593159	82.13925744	43.11147446	48.84029469	54.94818793	65.79928491	65.34477605	75.06143675	63.55791971	53.81737058	56.88593159	68.5935016	81.57188015	76.10925536
UCHL5	35.75318842	36.00187151	49.52207979	22.00866909	38.05462768	39.12448889	54.94818793	52.34573175	41.64293937	55.3303828	39.94657756	49.1800058	71.50637684	41.06962872	41.64293937	45.88656794	37.01402188	28.8400148	41.35529058	40.22442798
UCHL5IP	59.30163596	63.55791971	59.71411146	63.11889309	61.39290364	86.22294892	65.34477605	64.89340671	68.11969168	54.94818793	58.08122594	72.00374302	50.56264396	54.94818793	55.3303828	65.34477605	44.94223602	27.6651914	45.88656794	55.71523605
UCK1	37.79176517	22.78480313	29.85705573	29.04061297	25.99207668	23.10286713	23.42537114	30.48441594	25.63423608	23.75237713	36.25228433	22.00866909	29.44600482	34.05984584	22.16175149	26.72281342	27.47409397	22.00866909	29.65081798	31.77895985
UCK2	19.42711815	21.40684088	23.91758798	22.00866909	19.56224444	23.26356028	21.70566924	20.96629446	24.93326655	20.39297004	28.05138308	20.67764529	20.11221399	21.11212657	22.47111801	21.25897303	20.96629446	20.2521055	20.53481436	24.5900029
UCKL1	84.44850629	95.00950852	114.5632091	99.7330662	98.3600116	158.6825856	126.2377862	128	119.4282229	108.3834	100.4267645	129.7868134	113.7718632	106.8912537	109.1372661	102.5369443	116.9704256	97.68058937	88.03467636	107.6347412
UCKL1OS	21.25897303	21.85664411	19.56224444	20.2521055	21.11212657	21.70566924	21.40684088	19.97328878	20.2521055	20.67764529	21.85664411	21.55573723	24.25146506	20.96629446	21.25897303	20.82146969	21.70566924	20.53481436	19.97328878	21.40684088
UCMA	20.11221399	19.02731384	20.11221399	19.15965927	19.8353232	19.97328878	20.11221399	20.53481436	19.29292524	20.11221399	19.42711815	19.56224444	19.97328878	19.97328878	19.15965927	19.56224444	20.11221399	19.69831061	20.2521055	20.82146969
UCN	24.7610399	22.31589866	32.67238802	30.48441594	24.42014734	35.26096371	24.42014734	29.65081798	23.42537114	35.75318842	22.31589866	28.05138308	23.26356028	22.78480313	25.8125363	31.77895985	25.28132198	21.55573723	24.7610399	45.254834
UCN2	20.11221399	18.50701094	21.70566924	19.42711815	20.53481436	19.97328878	19.97328878	20.11221399	20.67764529	19.69831061	20.82146969	20.11221399	20.53481436	20.2521055	19.42711815	20.11221399	19.97328878	19.02731384	19.42711815	19.29292524
UCN3	20.82146969	19.69831061	19.56224444	22.627417	20.11221399	20.39297004	21.40684088	21.40684088	20.67764529	20.53481436	20.2521055	19.56224444	20.11221399	19.15965927	22.00866909	20.53481436	22.47111801	20.67764529	20.53481436	19.69831061
UCP1	22.78480313	21.70566924	21.85664411	22.78480313	24.08394796	23.42537114	25.10669113	34.05984584	29.24260641	23.91758798	33.59093388	21.70566924	21.11212657	32.2225776	28.05138308	29.04061297	27.09585	44.94223602	35.26096371	23.26356028
UCP2	261.3791042	418.765854	625.9918222	179.7689441	176.0693527	194.0117205	418.765854	174.8531529	186.1084822	200.8535291	280.1391875	184.822937	292.0355113	73.51669472	385.3431673	184.822937	261.3791042	261.3791042	109.1372661	192.6715837
UCP3	22.31589866	22.31589866	29.44600482	25.8125363	21.70566924	20.53481436	23.58830748	25.99207668	29.44600482	28.05138308	22.00866909	27.85761803	20.39297004	30.48441594	29.04061297	26.53822547	23.10286713	35.01739844	29.04061297	27.09585
UCRC	64.89340671	89.88447205	71.01244621	134.3637355	135.2983092	78.24897777	55.3303828	61.81992505	54.19169999	41.93258892	38.31931855	54.19169999	68.11969168	51.26847217	62.24991663	60.54768939	60.12945595	88.64700596	67.18186775	63.11889309
UEVLD	21.25897303	23.10286713	26.90868529	24.42014734	26.90868529	22.31589866	24.42014734	20.67764529	22.94328397	21.11212657	25.45716748	22.627417	22.00866909	22.627417	21.85664411	21.85664411	23.75237713	22.94328397	22.94328397	29.65081798
UFC1	230.7201184	321.7954239	252.4755724	270.5966184	210.8393004	306.5545484	372.2169644	424.6116075	302.3341213	337.7940252	286.0255073	278.2041248	344.8917957	344.8917957	333.143515	261.3791042	455.0874528	415.8732269	427.5650147	321.7954239
UFD1L	19.02731384	20.67764529	24.25146506	19.8353232	20.2521055	20.82146969	20.2521055	22.16175149	22.31589866	20.96629446	19.02731384	21.85664411	20.67764529	21.40684088	21.70566924	22.78480313	21.40684088	21.11212657	19.8353232	19.97328878
UFM1	139.1020624	117.7840193	109.1372661	96.33579183	137.1870032	176.0693527	109.8963759	173.6453539	99.04415959	133.4356174	178.5271893	179.7689441	144.007486	149.0858991	165.4211623	103.2501452	166.5717575	181.019336	188.7064598	140.0695938
UFSP1	19.8353232	20.2521055	19.42711815	22.16175149	20.2521055	20.39297004	21.11212657	19.42711815	21.55573723	20.39297004	19.42711815	19.15965927	20.67764529	20.82146969	20.11221399	19.97328878	18.76535919	19.29292524	19.15965927	21.25897303
UFSP2	41.35529058	43.71328822	47.50475426	30.69645182	29.04061297	36.00187151	49.8665331	35.75318842	40.78594007	39.94657756	37.53071838	43.41133848	62.68289905	41.35529058	47.17661495	44.32350298	33.8245773	26.53822547	24.7610399	39.94657756
UGCG	78.79324245	97.68058937	71.01244621	89.26359465	36.25228433	64.4451552	64.89340671	89.26359465	116.9704256	110.6607656	141.0438548	96.33579183	93.70148454	109.8963759	105.4196502	101.1252879	86.82267696	90.50966799	88.03467636	44.32350298
UGCGL1	25.28132198	21.11212657	55.3303828	23.10286713	21.55573723	24.42014734	37.79176517	30.48441594	37.27147477	42.51794605	32.44670335	42.51794605	37.79176517	32.44670335	36.00187151	48.50293013	42.22425314	43.11147446	22.78480313	48.50293013
UGCGL2	23.75237713	29.24260641	31.12495832	40.78594007	55.3303828	26.90868529	23.42537114	37.79176517	29.44600482	23.75237713	43.11147446	25.99207668	35.01739844	34.2967508	29.24260641	28.24649588	26.90868529	23.91758798	27.09585	30.06472797
UGDH	41.64293937	31.12495832	35.01739844	23.91758798	57.68002961	25.45716748	34.53530357	25.10669113	25.8125363	26.53822547	22.94328397	45.254834	35.26096371	28.24649588	31.12495832	28.64080227	29.44600482	28.05138308	32.67238802	46.20573426
UGP2	153.2772742	121.0953788	219.7927517	102.5369443	117.7840193	170.0717842	205.0738887	146.0177556	105.4196502	192.6715837	124.4998333	209.382927	240.5178238	225.9719671	123.6398501	111.4304721	142.0248924	140.0695938	184.822937	199.4661324
UGT1A1	19.97328878	19.42711815	19.8353232	20.2521055	19.42711815	19.29292524	19.97328878	21.70566924	19.42711815	20.39297004	19.29292524	21.25897303	19.69831061	19.97328878	19.97328878	20.11221399	19.42711815	21.70566924	20.2521055	20.67764529
UGT1A10	21.40684088	25.28132198	21.40684088	20.96629446	23.75237713	23.75237713	20.11221399	21.70566924	23.26356028	20.11221399	20.67764529	20.96629446	19.69831061	19.56224444	21.40684088	20.82146969	20.11221399	21.85664411	22.16175149	20.39297004
UGT1A3	33.8245773	29.44600482	24.5900029	22.78480313	21.11212657	25.63423608	30.06472797	26.90868529	25.63423608	23.58830748	34.53530357	23.26356028	32	23.58830748	26.72281342	35.75318842	32.89964245	25.45716748	22.16175149	27.28431654
UGT1A4	23.10286713	23.26356028	21.70566924	27.47409397	22.16175149	21.40684088	21.11212657	22.94328397	21.40684088	21.55573723	26.72281342	24.7610399	22.16175149	24.42014734	19.97328878	19.56224444	20.39297004	20.2521055	23.58830748	19.69831061
UGT1A5	20.11221399	20.2521055	20.39297004	21.70566924	22.00866909	24.08394796	24.08394796	20.2521055	19.8353232	20.67764529	20.96629446	20.53481436	24.08394796	20.2521055	21.25897303	20.82146969	19.97328878	22.78480313	21.85664411	22.627417
UGT1A6	24.5900029	25.28132198	26.17286587	24.7610399	28.05138308	22.16175149	23.58830748	29.04061297	25.45716748	21.70566924	23.91758798	22.94328397	24.25146506	23.26356028	25.10669113	21.11212657	25.10669113	31.77895985	24.42014734	28.8400148
UGT1A7	24.42014734	29.85705573	25.99207668	24.5900029	25.8125363	23.10286713	33.59093388	24.42014734	25.63423608	24.42014734	23.42537114	31.55944654	24.7610399	25.99207668	21.85664411	25.28132198	25.45716748	25.63423608	23.58830748	24.08394796
UGT1A8	19.02731384	19.29292524	19.42711815	20.2521055	19.15965927	20.53481436	19.15965927	19.69831061	19.8353232	20.11221399	21.40684088	19.29292524	20.11221399	20.96629446	20.2521055	18.63573738	19.15965927	20.53481436	18.89588258	19.56224444
UGT1A9	22.00866909	25.63423608	25.99207668	20.82146969	38.8542363	22.627417	27.47409397	21.11212657	29.65081798	23.91758798	20.82146969	24.25146506	24.5900029	27.85761803	24.42014734	23.26356028	26.17286587	24.42014734	22.47111801	22.47111801
UGT2A1	22.627417	24.5900029	20.2521055	22.627417	22.00866909	20.67764529	23.75237713	23.58830748	25.99207668	21.40684088	22.94328397	35.50622311	31.12495832	22.94328397	22.47111801	22.16175149	24.25146506	22.78480313	28.24649588	19.8353232
UGT2A2	19.97328878	19.97328878	19.02731384	20.82146969	19.8353232	21.40684088	19.15965927	20.39297004	21.25897303	19.42711815	21.25897303	19.02731384	20.11221399	19.8353232	20.82146969	19.69831061	20.96629446	19.69831061	20.82146969	21.11212657
UGT2A3	21.40684088	21.25897303	19.8353232	24.7610399	23.10286713	22.627417	23.91758798	32.89964245	26.17286587	24.08394796	30.69645182	26.35491255	22.31589866	26.72281342	20.39297004	21.25897303	24.08394796	39.12448889	28.8400148	19.15965927
UGT2B10	21.55573723	18.89588258	19.02731384	22.31589866	20.67764529	20.39297004	20.11221399	20.2521055	19.8353232	19.97328878	20.39297004	19.29292524	19.56224444	19.8353232	19.15965927	18.63573738	19.15965927	19.15965927	18.89588258	19.42711815
UGT2B11	45.254834	39.94657756	26.72281342	70.52192742	126.2377862	52.70982511	29.04061297	21.85664411	21.85664411	26.90868529	41.06962872	32.67238802	25.45716748	23.26356028	26.17286587	22.16175149	27.09585	25.8125363	24.42014734	23.26356028
UGT2B15	21.55573723	19.97328878	21.11212657	20.67764529	21.40684088	21.25897303	24.93326655	23.42537114	19.97328878	20.53481436	25.8125363	20.2521055	21.55573723	20.96629446	20.39297004	20.39297004	19.97328878	20.96629446	20.39297004	21.85664411
UGT2B17	25.63423608	28.8400148	22.47111801	28.64080227	49.52207979	25.99207668	28.24649588	28.64080227	22.94328397	27.85761803	20.39297004	22.78480313	24.5900029	31.12495832	21.25897303	21.40684088	20.2521055	26.35491255	23.58830748	21.85664411
UGT2B28	25.45716748	22.78480313	20.2521055	31.55944654	28.24649588	23.10286713	20.53481436	19.29292524	20.53481436	19.02731384	19.29292524	20.67764529	19.02731384	19.29292524	18.89588258	19.15965927	20.11221399	20.96629446	19.29292524	19.02731384
UGT2B4	21.55573723	21.70566924	21.55573723	20.39297004	33.35890435	24.25146506	22.31589866	23.10286713	21.85664411	20.53481436	23.42537114	22.94328397	21.25897303	23.75237713	23.10286713	20.53481436	20.39297004	28.05138308	41.06962872	25.99207668
UGT2B7	51.98415337	71.01244621	20.53481436	98.3600116	166.5717575	59.30163596	31.34144952	24.5900029	20.39297004	23.58830748	19.97328878	21.40684088	21.55573723	20.82146969	22.00866909	22.627417	22.94328397	36.00187151	20.82146969	21.85664411
UGT3A1	21.40684088	20.67764529	20.82146969	21.55573723	21.70566924	20.67764529	20.82146969	21.25897303	25.8125363	20.2521055	20.53481436	20.96629446	24.25146506	20.67764529	21.40684088	22.00866909	20.82146969	21.25897303	20.39297004	19.8353232
UGT3A2	19.56224444	18.76535919	19.69831061	19.29292524	19.69831061	19.15965927	19.15965927	20.53481436	18.63573738	20.53481436	20.67764529	19.8353232	20.39297004	18.63573738	19.42711815	20.53481436	19.56224444	18.89588258	19.15965927	19.42711815
UGT8	24.42014734	22.00866909	22.47111801	27.85761803	22.31589866	28.64080227	25.10669113	31.34144952	26.35491255	25.8125363	26.72281342	23.75237713	28.24649588	23.42537114	25.99207668	24.08394796	25.45716748	30.06472797	32.44670335	29.44600482
UHMK1	56.10276616	32.44670335	36.75834736	36.00187151	32	42.81368175	45.254834	30.69645182	54.94818793	58.89200964	33.12847756	40.50421101	56.88593159	40.50421101	39.12448889	31.55944654	59.71411146	60.96883187	47.83517596	28.4429658
UHRF1	25.28132198	21.70566924	29.04061297	22.78480313	25.8125363	28.64080227	26.72281342	21.70566924	27.6651914	27.28431654	27.85761803	28.8400148	30.48441594	23.42537114	26.35491255	21.55573723	23.58830748	23.58830748	27.28431654	22.78480313
UHRF1BP1	26.17286587	20.67764529	28.64080227	23.75237713	25.99207668	26.53822547	26.72281342	30.48441594	31.77895985	34.05984584	35.50622311	37.79176517	39.39662123	42.51794605	33.8245773	28.4429658	34.05984584	42.22425314	35.01739844	31.77895985
UHRF1BP1L	36.25228433	61.39290364	27.28431654	54.94818793	29.65081798	54.19169999	24.93326655	29.65081798	52.70982511	28.8400148	40.78594007	31.12495832	31.55944654	26.35491255	39.6706464	31.34144952	42.22425314	41.35529058	29.24260641	39.39662123
UHRF2	35.75318842	42.22425314	43.41133848	27.09585	24.08394796	56.49299176	37.53071838	54.19169999	61.81992505	60.12945595	33.59093388	57.68002961	50.56264396	58.48521281	57.28160454	32.67238802	49.1800058	41.93258892	41.93258892	38.31931855
UIMC1	248.9996665	225.9719671	354.5880238	243.8753275	245.5716145	284.0497848	186.1084822	330.8423246	235.5680386	218.2745323	224.4110647	263.1971396	278.2041248	270.5966184	233.9408513	261.3791042	266.8712348	184.822937	190.019017	256
ULBP1	19.8353232	25.28132198	22.94328397	24.42014734	28.64080227	26.17286587	24.5900029	22.94328397	30.69645182	23.75237713	53.07645093	23.26356028	29.85705573	22.627417	25.10669113	36.50443891	28.05138308	24.5900029	26.72281342	28.05138308
ULBP2	30.48441594	71.01244621	20.2521055	28.05138308	32	22.00866909	24.7610399	32.44670335	31.55944654	34.05984584	48.50293013	29.04061297	32.2225776	50.21338227	34.05984584	42.51794605	52.70982511	47.17661495	43.41133848	30.06472797
ULBP3	19.15965927	19.42711815	20.2521055	19.15965927	19.8353232	19.42711815	19.56224444	19.56224444	19.42711815	20.2521055	19.15965927	19.42711815	19.69831061	19.02731384	20.11221399	19.69831061	20.2521055	19.56224444	19.56224444	18.89588258
ULK1	326.2875206	340.1435684	294.0667789	315.1729698	227.5437264	187.4029691	188.7064598	209.382927	344.8917957	162.016844	212.3058037	178.5271893	155.4169452	188.7064598	210.8393004	230.7201184	194.0117205	156.4979555	137.1870032	286.0255073
ULK2	27.85761803	22.31589866	29.85705573	29.65081798	27.85761803	34.7755156	32.2225776	28.4429658	28.24649588	38.8542363	34.2967508	29.85705573	38.31931855	37.27147477	26.53822547	46.52712055	33.8245773	37.53071838	29.04061297	33.35890435
